Order ID,Order Date,Ship Date,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-1866,2023-05-17,2023-05-19,East,Office Supplies,Phones,2869.22,4,0.2,-286.92
ORD-1867,2023-05-18,2023-05-20,West,Technology,Chairs,1334.73,7,0.18,-106.78
ORD-1868,2023-05-19,2023-05-21,Central,Technology,Chairs,2213.13,3,0.12,-44.26
ORD-1869,2023-05-20,2023-05-22,West,Furniture,Chairs,2988.13,3,0.13,-89.64
ORD-1870,2023-05-21,2023-05-23,East,Furniture,Tables,411.75,8,0.24,-57.64
ORD-1871,2023-05-22,2023-05-24,South,Office Supplies,Tables,3130.6,8,0.06,125.22
ORD-1872,2023-05-23,2023-05-25,West,Technology,Binders,4906.83,1,0.25,-736.02
ORD-1873,2023-05-24,2023-05-26,East,Technology,Chairs,991.03,2,0.19,-89.19
ORD-1874,2023-05-25,2023-05-27,West,Technology,Phones,3973.35,8,0.13,-119.2
ORD-1875,2023-05-26,2023-05-28,Central,Office Supplies,Phones,4544.1,1,0.14,-181.76
ORD-1876,2023-05-27,2023-05-29,West,Furniture,Chairs,4721.32,8,0.08,94.43
ORD-1877,2023-05-28,2023-05-30,West,Office Supplies,Chairs,4802.67,8,0.23,-624.35
ORD-1878,2023-05-29,2023-05-31,East,Furniture,Chairs,2631.23,2,0.15,-131.56
ORD-1879,2023-05-30,2023-06-01,East,Furniture,Tables,4887.67,4,0.1,0.0
ORD-1880,2023-05-31,2023-06-02,East,Office Supplies,Tables,3798.69,6,0.18,-303.9
ORD-1881,2023-06-01,2023-06-03,West,Furniture,Tables,850.27,9,0.3,-170.05
ORD-1882,2023-06-02,2023-06-04,Central,Furniture,Storage,2410.66,8,0.13,-72.32
ORD-1883,2023-06-03,2023-06-05,South,Technology,Phones,3605.74,8,0.28,-649.03
ORD-1884,2023-06-04,2023-06-06,South,Furniture,Phones,1274.33,7,0.1,0.0
ORD-1885,2023-06-05,2023-06-07,East,Office Supplies,Binders,3221.05,9,0.02,257.68
ORD-1886,2023-06-06,2023-06-08,East,Office Supplies,Tables,3349.67,2,0.06,133.99
ORD-1887,2023-06-07,2023-06-09,West,Furniture,Storage,855.36,3,0.13,-25.66
ORD-1888,2023-06-08,2023-06-10,South,Technology,Storage,2847.17,8,0.07,85.42
ORD-1889,2023-06-09,2023-06-11,East,Technology,Phones,3869.55,6,0.0,386.96
ORD-1890,2023-06-10,2023-06-12,Central,Furniture,Tables,2519.53,9,0.27,-428.32
ORD-1891,2023-06-11,2023-06-13,Central,Furniture,Binders,109.91,4,0.25,-16.49
ORD-1892,2023-06-12,2023-06-14,East,Office Supplies,Tables,94.74,8,0.22,-11.37
ORD-1893,2023-06-13,2023-06-15,East,Furniture,Chairs,1817.3,3,0.05,90.86
ORD-1894,2023-06-14,2023-06-16,South,Technology,Tables,4634.66,3,0.04,278.08
ORD-1895,2023-06-15,2023-06-17,South,Furniture,Chairs,1181.95,8,0.02,94.56
ORD-1896,2023-06-16,2023-06-18,West,Office Supplies,Chairs,3190.1,5,0.22,-382.81
ORD-1897,2023-06-17,2023-06-19,South,Office Supplies,Binders,1149.28,3,0.28,-206.87
ORD-1898,2023-06-18,2023-06-20,Central,Office Supplies,Phones,1642.27,1,0.13,-49.27
ORD-1899,2023-06-19,2023-06-21,Central,Office Supplies,Tables,4247.81,3,0.04,254.87
ORD-1900,2023-06-20,2023-06-22,East,Office Supplies,Chairs,3657.86,9,0.15,-182.89
ORD-1901,2023-06-21,2023-06-23,South,Furniture,Tables,522.23,5,0.1,0.0
ORD-1902,2023-06-22,2023-06-24,West,Furniture,Phones,2172.08,2,0.11,-21.72
ORD-1903,2023-06-23,2023-06-25,Central,Furniture,Phones,194.39,7,0.19,-17.5
ORD-1904,2023-06-24,2023-06-26,Central,Furniture,Storage,2430.41,2,0.22,-291.65
ORD-1905,2023-06-25,2023-06-27,West,Office Supplies,Phones,3329.05,4,0.03,233.03
ORD-1906,2023-06-26,2023-06-28,West,Technology,Binders,636.59,7,0.01,57.29
ORD-1907,2023-06-27,2023-06-29,Central,Furniture,Chairs,1479.98,4,0.3,-296.0
ORD-1908,2023-06-28,2023-06-30,Central,Technology,Storage,2019.29,7,0.07,60.58
ORD-1909,2023-06-29,2023-07-01,West,Furniture,Binders,4601.68,7,0.02,368.13
ORD-1910,2023-06-30,2023-07-02,Central,Furniture,Tables,4966.61,1,0.06,198.66
ORD-1911,2023-07-01,2023-07-03,East,Technology,Chairs,272.31,6,0.01,24.51
ORD-1912,2023-07-02,2023-07-04,East,Office Supplies,Phones,3816.99,9,0.12,-76.34
ORD-1913,2023-07-03,2023-07-05,West,Furniture,Chairs,1890.03,2,0.24,-264.6
ORD-1914,2023-07-04,2023-07-06,South,Furniture,Tables,1992.67,3,0.1,0.0
ORD-1915,2023-07-05,2023-07-07,West,Furniture,Storage,3783.61,5,0.13,-113.51
ORD-1916,2023-07-06,2023-07-08,West,Technology,Storage,4596.21,9,0.2,-459.62
ORD-1917,2023-07-07,2023-07-09,South,Office Supplies,Storage,4757.1,4,0.15,-237.85
ORD-1918,2023-07-08,2023-07-10,South,Technology,Phones,2906.76,1,0.26,-465.08
ORD-1919,2023-07-09,2023-07-11,South,Technology,Binders,1817.75,4,0.26,-290.84
ORD-1920,2023-07-10,2023-07-12,East,Office Supplies,Binders,3948.37,6,0.0,394.84
ORD-1921,2023-07-11,2023-07-13,Central,Technology,Chairs,1292.46,5,0.23,-168.02
ORD-1922,2023-07-12,2023-07-14,East,Office Supplies,Phones,2842.17,1,0.14,-113.69
ORD-1923,2023-07-13,2023-07-15,Central,Furniture,Storage,1824.96,4,0.3,-364.99
ORD-1924,2023-07-14,2023-07-16,East,Office Supplies,Storage,3300.32,6,0.14,-132.01
ORD-1925,2023-07-15,2023-07-17,Central,Furniture,Tables,1239.97,4,0.3,-247.99
ORD-1926,2023-07-16,2023-07-18,East,Technology,Tables,998.39,9,0.23,-129.79
ORD-1927,2023-07-17,2023-07-19,South,Technology,Storage,4595.28,5,0.07,137.86
ORD-1928,2023-07-18,2023-07-20,West,Furniture,Storage,553.93,8,0.16,-33.24
ORD-1929,2023-07-19,2023-07-21,East,Technology,Phones,2554.49,9,0.3,-510.9
ORD-1930,2023-07-20,2023-07-22,Central,Office Supplies,Binders,1143.22,5,0.26,-182.92
ORD-1931,2023-07-21,2023-07-23,South,Furniture,Tables,242.7,6,0.03,16.99
ORD-1932,2023-07-22,2023-07-24,East,Technology,Binders,228.29,1,0.21,-25.11
ORD-1933,2023-07-23,2023-07-25,East,Furniture,Phones,917.35,7,0.1,0.0
ORD-1934,2023-07-24,2023-07-26,South,Office Supplies,Storage,4340.51,4,0.0,434.05
ORD-1935,2023-07-25,2023-07-27,East,Office Supplies,Binders,1448.27,2,0.12,-28.97
ORD-1936,2023-07-26,2023-07-28,West,Technology,Storage,4754.77,5,0.07,142.64
ORD-1937,2023-07-27,2023-07-29,East,Office Supplies,Storage,2929.03,3,0.25,-439.35
ORD-1938,2023-07-28,2023-07-30,West,Furniture,Chairs,2211.24,6,0.1,0.0
ORD-1939,2023-07-29,2023-07-31,West,Office Supplies,Binders,2921.44,8,0.25,-438.22
ORD-1940,2023-07-30,2023-08-01,South,Furniture,Binders,2607.66,7,0.0,260.77
ORD-1941,2023-07-31,2023-08-02,East,Furniture,Storage,3805.94,3,0.09,38.06
ORD-1942,2023-08-01,2023-08-03,South,Office Supplies,Phones,1448.36,8,0.07,43.45
ORD-1943,2023-08-02,2023-08-04,East,Technology,Chairs,1797.6,2,0.07,53.93
ORD-1944,2023-08-03,2023-08-05,East,Office Supplies,Storage,4475.77,9,0.02,358.06
ORD-1945,2023-08-04,2023-08-06,Central,Furniture,Tables,4734.96,4,0.06,189.4
ORD-1946,2023-08-05,2023-08-07,East,Furniture,Tables,4468.16,1,0.17,-312.77
ORD-1947,2023-08-06,2023-08-08,South,Office Supplies,Chairs,2126.27,8,0.09,21.26
ORD-1948,2023-08-07,2023-08-09,West,Technology,Phones,3912.81,7,0.13,-117.38
ORD-1949,2023-08-08,2023-08-10,East,Technology,Storage,2407.86,5,0.11,-24.08
ORD-1950,2023-08-09,2023-08-11,Central,Furniture,Binders,2512.82,5,0.26,-402.05
ORD-1951,2023-08-10,2023-08-12,South,Furniture,Chairs,1063.17,7,0.27,-180.74
ORD-1952,2023-08-11,2023-08-13,East,Technology,Phones,2976.1,5,0.15,-148.8
ORD-1953,2023-08-12,2023-08-14,South,Office Supplies,Binders,971.37,8,0.1,0.0
ORD-1954,2023-08-13,2023-08-15,Central,Furniture,Tables,1691.25,6,0.03,118.39
ORD-1955,2023-08-14,2023-08-16,Central,Furniture,Tables,4282.4,5,0.29,-813.66
ORD-1956,2023-08-15,2023-08-17,South,Technology,Binders,1075.03,9,0.02,86.0
ORD-1957,2023-08-16,2023-08-18,East,Office Supplies,Chairs,402.23,2,0.09,4.02
ORD-1958,2023-08-17,2023-08-19,West,Technology,Tables,391.59,1,0.09,3.92
ORD-1959,2023-08-18,2023-08-20,Central,Office Supplies,Storage,4706.88,8,0.1,0.0
ORD-1960,2023-08-19,2023-08-21,East,Office Supplies,Binders,2559.26,3,0.05,127.96
ORD-1961,2023-08-20,2023-08-22,East,Office Supplies,Binders,2076.59,7,0.23,-269.96
ORD-1962,2023-08-21,2023-08-23,West,Furniture,Tables,4063.85,8,0.04,243.83
ORD-1963,2023-08-22,2023-08-24,Central,Technology,Chairs,4187.34,6,0.19,-376.86
ORD-1964,2023-08-23,2023-08-25,Central,Technology,Storage,1694.35,9,0.04,101.66
ORD-1965,2023-08-24,2023-08-26,East,Office Supplies,Chairs,3483.41,7,0.02,278.67
ORD-1966,2023-08-25,2023-08-27,East,Furniture,Phones,3867.06,5,0.27,-657.4
ORD-1967,2023-08-26,2023-08-28,West,Furniture,Phones,3290.52,8,0.06,131.62
ORD-1968,2023-08-27,2023-08-29,West,Technology,Tables,800.4,2,0.25,-120.06
ORD-1969,2023-08-28,2023-08-30,Central,Furniture,Tables,4385.62,7,0.16,-263.14
ORD-1970,2023-08-29,2023-08-31,South,Furniture,Tables,2718.52,4,0.02,217.48
ORD-1971,2023-08-30,2023-09-01,Central,Office Supplies,Phones,1448.24,9,0.29,-275.17
ORD-1972,2023-08-31,2023-09-02,East,Furniture,Chairs,2154.88,1,0.07,64.65
ORD-1973,2023-09-01,2023-09-03,Central,Office Supplies,Chairs,235.98,7,0.26,-37.76
ORD-1974,2023-09-02,2023-09-04,South,Technology,Tables,682.94,6,0.05,34.15
ORD-1975,2023-09-03,2023-09-05,West,Furniture,Storage,3839.46,8,0.26,-614.31
ORD-1976,2023-09-04,2023-09-06,South,Technology,Chairs,50.06,5,0.0,5.01
ORD-1977,2023-09-05,2023-09-07,South,Technology,Phones,2112.0,1,0.15,-105.6
ORD-1978,2023-09-06,2023-09-08,South,Furniture,Binders,2636.43,1,0.23,-342.74
ORD-1979,2023-09-07,2023-09-09,West,Furniture,Binders,320.44,9,0.28,-57.68
ORD-1980,2023-09-08,2023-09-10,South,Technology,Binders,4866.74,6,0.27,-827.35
ORD-1981,2023-09-09,2023-09-11,South,Furniture,Storage,1169.32,5,0.25,-175.4
ORD-1982,2023-09-10,2023-09-12,South,Office Supplies,Tables,1555.78,1,0.27,-264.48
ORD-1983,2023-09-11,2023-09-13,East,Office Supplies,Phones,1554.52,6,0.06,62.18
ORD-1984,2023-09-12,2023-09-14,South,Furniture,Storage,1190.56,6,0.09,11.91
ORD-1985,2023-09-13,2023-09-15,West,Technology,Phones,57.3,3,0.09,0.57
ORD-1986,2023-09-14,2023-09-16,South,Furniture,Phones,3660.26,8,0.11,-36.6
ORD-1987,2023-09-15,2023-09-17,South,Furniture,Tables,4835.89,1,0.12,-96.72
ORD-1988,2023-09-16,2023-09-18,West,Technology,Binders,1160.25,1,0.16,-69.61
ORD-1989,2023-09-17,2023-09-19,South,Technology,Tables,3332.08,6,0.05,166.6
ORD-1990,2023-09-18,2023-09-20,West,Office Supplies,Storage,3722.39,1,0.21,-409.46
ORD-1991,2023-09-19,2023-09-21,South,Technology,Storage,4249.71,6,0.05,212.49
ORD-1992,2023-09-20,2023-09-22,West,Office Supplies,Storage,2142.01,1,0.09,21.42
ORD-1993,2023-09-21,2023-09-23,South,Technology,Tables,1549.51,6,0.15,-77.48
ORD-1994,2023-09-22,2023-09-24,South,Furniture,Phones,1660.21,3,0.24,-232.43
ORD-1995,2023-09-23,2023-09-25,East,Office Supplies,Phones,3577.48,8,0.22,-429.3
ORD-1996,2023-09-24,2023-09-26,East,Office Supplies,Chairs,4093.06,6,0.19,-368.38
ORD-1997,2023-09-25,2023-09-27,South,Office Supplies,Storage,948.99,1,0.05,47.45
ORD-1998,2023-09-26,2023-09-28,South,Furniture,Phones,1886.16,5,0.16,-113.17
ORD-1999,2023-09-27,2023-09-29,Central,Furniture,Chairs,4514.6,8,0.03,316.02
